
"INSTANCE","DATETIME","DATA"
1,"16/01/2021 13:00",3309
1,"16/01/2021 14:01",3341
1,"16/01/2021 15:00",3515
1,"16/01/2021 16:00",3566
1,"16/01/2021 17:01",3482
1,"16/01/2021 18:00",3535
1,"16/01/2021 19:01",3431
1,"16/01/2021 20:00",3435
1,"16/01/2021 21:00",3370
1,"16/01/2021 22:00",3381
1,"16/01/2021 23:01",3303
1,"17/01/2021 00:00",3289
1,"17/01/2021 01:00",3306
1,"17/01/2021 02:01",3153
1,"17/01/2021 03:00",3141
1,"17/01/2021 04:01",3039
1,"17/01/2021 05:01",2999
1,"17/01/2021 06:00",2986
1,"17/01/2021 07:01",2915
1,"17/01/2021 08:00",2950
1,"17/01/2021 09:00",2985
1,"17/01/2021 10:01",2927
1,"17/01/2021 11:00",2953
1,"17/01/2021 12:00",2932
1,"17/01/2021 13:00",3010
1,"17/01/2021 14:01",3009
1,"17/01/2021 15:00",3129
1,"17/01/2021 16:00",3196
1,"17/01/2021 17:01",3154
1,"17/01/2021 18:00",3245
1,"17/01/2021 19:00",3196
1,"17/01/2021 20:01",3131
1,"17/01/2021 21:00",3149
1,"17/01/2021 22:00",3139
1,"17/01/2021 23:00",3139
1,"18/01/2021 00:00",3154
1,"18/01/2021 01:00",3271
1,"18/01/2021 02:01",3119
1,"18/01/2021 03:00",3089
1,"18/01/2021 04:00",3026
1,"18/01/2021 05:01",2930
1,"18/01/2021 06:00",2958
1,"18/01/2021 07:00",2921
1,"18/01/2021 08:00",3014
1,"18/01/2021 09:00",3040
1,"18/01/2021 10:00",3072
1,"18/01/2021 11:00",3203
1,"18/01/2021 12:00",3354
1,"18/01/2021 13:00",3546
1,"18/01/2021 14:01",3609
1,"18/01/2021 15:00",3782
1,"18/01/2021 16:00",3774
1,"18/01/2021 17:01",3633
1,"18/01/2021 18:00",3736
1,"18/01/2021 19:00",3667
1,"18/01/2021 20:00",3700
1,"18/01/2021 21:00",3775
1,"18/01/2021 22:00",3696
1,"18/01/2021 23:00",3546
1,"19/01/2021 00:00",3454
1,"19/01/2021 01:00",3407
1,"19/01/2021 02:01",3271
1,"19/01/2021 03:00",3324
1,"19/01/2021 04:00",3206
1,"19/01/2021 05:01",3115
